10.2196/12345	 DOI
10.1002/9781118445112.stat07693	 DOI
10.1002/art.38555	 DOI
10.1080/10601326808051428	 DOI
10.1002/9781118445112.stat04192	 DOI
10.1002/9781118785317.weom060163	 DOI
10.1523/jneurosci.3223-14.2014	 DOI
10.1192/s0007125000179358	 DOI
10.1007/bf03339151	 DOI
10.1002/047134608x.w3236	 DOI
10.1002/9781118445112.stat01933	 DOI
10.1002/9781118410868.wbehibs364	 DOI
10.1002/ange.19850971140	 DOI
10.1002/jobm.19680080528	 DOI
10.1017/s1467222700014506	 DOI
10.1002/9781118785317.weom050031	 DOI
10.1002/9781118445112.stat04402	 DOI
10.1002/9781118594841.app3	 DOI
10.1002/wcms.1255	 DOI
10.1002/9781118303092.ch25	 DOI
10.1002/cite.330501207	 DOI
10.1126/science.150.3700.1145	 DOI
10.1007/978-3-540-75544-9_2	 DOI
10.1073/pnas.0601164103	 DOI
10.1007/978-3-030-05974-3_24	 DOI
10.1007/978-3-658-03025-4_1	 DOI
10.1007/978-1-4614-3900-4_11	 DOI
10.1007/978-3-642-81778-6_13	 DOI
10.1007/978-3-662-08951-4_9	 DOI
10.1007/s11298-015-1332-7	 DOI
10.1007/978-3-540-76672-8_13	 DOI
10.1007/978-1-4614-8511-7_4	 DOI
10.1007/3-540-26766-2_10	 DOI
10.1007/978-3-319-99142-9_17	 DOI
10.1007/978-3-319-07737-6	 DOI
10.1007/978-3-662-48986-4_310021	 DOI
10.1007/978-3-319-91548-7_9	 DOI
10.1007/978-3-658-22966-5_17	 DOI
10.1007/978-3-642-82369-5_11	 DOI
10.1007/s35152-017-0072-2	 DOI
10.1007/978-3-540-39053-4_21	 DOI
10.1007/978-3-319-53620-0_37-1	 DOI
10.1002/(sici)1099-1239(199906)9:7<447::aid-rnc410>3.0.co;2-8	 DOI
10.1007/978-3-642-70247-1_5	 DOI
10.1002/bbpc.19830870824	 DOI
10.1007/978-1-4419-0300-6_21	 DOI
10.1007/978-3-662-10801-7_10	 DOI
10.1007/978-1-4419-6594-3_24	 DOI
10.1007/978-3-642-46508-6_13	 DOI
10.1007/s15202-016-1360-x	 DOI
10.1007/978-3-642-16231-2_3	 DOI
10.1007/978-3-030-17732-4_6	 DOI
10.1007/s002810000042	 DOI
10.1007/978-3-319-23715-2_20	 DOI
10.1002/zamm.19850650218	 DOI
10.1007/978-3-642-01620-2_21	 DOI
10.1007/978-981-13-5947-7	 DOI
10.1007/978-3-662-04018-8_3	 DOI
10.1007/978-3-662-10249-7_5	 DOI
10.1007/978-3-030-06262-0_3	 DOI
10.1007/978-3-319-13033-0_4	 DOI
10.1007/s35148-018-0084-6	 DOI
10.1007/978-3-642-00963-1_26	 DOI
10.1007/978-3-642-19686-7_10	 DOI
10.1007/978-3-319-32902-4_7	 DOI
10.1007/978-3-662-48986-4_301353	 DOI
10.1007/978-981-10-2636-2_38	 DOI
10.1007/978-3-319-49571-2_2	 DOI
10.1007/978-3-642-03088-8_4	 DOI
10.1007/978-3-030-12661-2_5	 DOI
10.1007/978-3-319-07097-1	 DOI
10.1007/978-3-642-40607-2_8	 DOI
10.1007/bf02126190	 DOI
10.1007/978-3-540-71095-0_3890	 DOI
10.1007/978-1-4471-3866-2_2	 DOI
10.1007/978-1-84996-251-3_13	 DOI
10.1007/3-540-29975-0_2	 DOI
10.1007/978-3-662-46035-1_36	 DOI
10.1007/978-3-319-19851-4_3	 DOI
10.1104/pp.010926	 DOI
10.1007/978-3-642-82621-4_19	 DOI
10.1007/978-1-4612-3382-4_2	 DOI
10.1177/014860719201600521	 DOI
10.1007/978-3-662-10589-4_5	 DOI
10.1016/j.actamat.2012.05.017	 DOI
10.1007/bfb0041608	 DOI
10.1007/978-3-540-68728-3_23	 DOI
10.1007/978-3-642-12354-2_4	 DOI
10.1099/00222615-46-10-893	 DOI
10.1007/978-3-319-77563-0_5	 DOI
10.1007/978-3-540-71095-0_11014	 DOI
10.1007/978-3-642-97109-9_11	 DOI
10.1021/ja059748d	 DOI
10.1007/978-3-642-58187-8_1	 DOI
10.1007/978-3-030-06262-0_2	 DOI
10.1007/978-3-540-39492-1_10	 DOI
10.1007/978-3-662-48986-4_2666	 DOI
10.1007/978-3-662-10034-9_14	 DOI
10.1007/978-3-319-69743-7_12	 DOI
10.1007/978-3-319-53408-4_9	 DOI
10.1007/978-981-13-9969-5_15	 DOI
10.1016/0014-5793(77)80515-2	 DOI
10.1007/978-3-319-71279-6_4	 DOI
10.1007/978-981-13-1313-4_32	 DOI
10.1007/978-3-319-63224-7_6	 DOI
10.1007/978-3-662-48986-4_310283	 DOI
10.1119/1.18479	 DOI
10.1007/3-540-31915-8_89	 DOI
10.1007/11008941_47	 DOI
10.1113/expphysiol.1975.sp002317	 DOI
10.1007/978-3-030-02625-7_12	 DOI
10.1007/978-3-642-58926-3_7	 DOI
10.1007/978-3-319-42132-2_5	 DOI
10.1007/978-1-4612-3124-0_1	 DOI
10.1007/978-4-431-56457-7_18	 DOI
10.1007/978-3-662-56707-4_2	 DOI
10.1002/nadc.19950431128	 DOI
10.1007/978-3-540-32910-7_25	 DOI
10.1007/3-540-35116-7_7	 DOI
10.1007/s12614-014-1921-y	 DOI
10.1007/978-3-319-32862-1_17	 DOI
10.2196/preprints.8773	 DOI
10.2196/diabetes.8160	 DOI
10.2196/preprints.12593	 DOI
10.2196/resprot.4665	 DOI
10.2196/preprints.11328	 DOI
10.2196/preprints.13711	 DOI
10.2196/10187	 DOI
10.2196/resprot.2786	 DOI
10.2196/12679	 DOI
10.2196/humanfactors.6653	 DOI
10.2196/preprints.16131	 DOI
10.2196/11056	 DOI
10.2196/12950	 DOI
10.2196/12135	 DOI
10.2196/preprints.8218	 DOI
10.2196/mhealth.7623	 DOI
10.2196/preprints.9932.a	 DOI
10.2196/preprints.9374	 DOI
10.2196/13359	 DOI
10.2196/preprints.10517	 DOI
10.2196/resprot.5619	 DOI
10.2196/preprints.9398.a	 DOI
10.2196/preprints.15715	 DOI
10.2196/mhealth.9054	 DOI
10.2196/preprints.9490	 DOI
10.2196/preprints.11780	 DOI
10.2196/12511	 DOI
10.2196/10114	 DOI
10.2196/medinform.4106	 DOI
10.2196/resprot.5276	 DOI
10.2196/preprints.12428	 DOI
10.2196/preprints.10944	 DOI
10.2196/preprints.8348	 DOI
10.2196/mhealth.9351	 DOI
10.2196/rehab.4017	 DOI
10.2196/preprints.10770	 DOI
10.2196/preprints.13480	 DOI
10.2196/diabetes.7454	 DOI
10.2196/11257	 DOI
10.2196/preprints.16762	 DOI
10.2196/mhealth.2877	 DOI
10.2196/preprints.11239	 DOI
10.2196/mhealth.7477	 DOI
10.2196/resprot.3623	 DOI
10.2196/preprints.13383	 DOI
10.2196/mhealth.7792	 DOI
10.2196/medinform.5748	 DOI
10.2196/mhealth.6187	 DOI
10.2196/diabetes.9694	 DOI
10.2196/preprints.10129	 DOI
10.2196/13286	 DOI
10.2196/preprints.10024	 DOI
10.2196/mhealth.8741	 DOI
10.2196/preprints.8512	 DOI
10.2196/preprints.13493	 DOI
10.2196/preprints.11949	 DOI
10.2196/preprints.13437	 DOI
10.2196/13651	 DOI
10.2196/preprints.13757	 DOI
10.2196/mhealth.9987	 DOI
10.2196/preprints.16494	 DOI
10.2196/preprints.10358	 DOI
10.2196/mhealth.9319	 DOI
10.2196/12782	 DOI
10.2196/medinform.9170	 DOI
10.2196/preprints.9079	 DOI
10.2196/mhealth.8143	 DOI
10.2196/13964	 DOI
10.2196/publichealth.5205	 DOI
10.2196/medinform.8611	 DOI
10.2196/14819	 DOI
10.2196/preprints.12839	 DOI
10.2196/preprints.9365	 DOI
10.2196/15314	 DOI
10.2196/preprints.8934	 DOI
10.2196/14045	 DOI
10.2196/preprints.13317	 DOI
10.2196/preprints.10316	 DOI
10.2196/preprints.9169	 DOI
10.2196/resprot.5680	 DOI
10.2196/publichealth.9386	 DOI
10.2196/resprot.7980	 DOI
10.2196/mental.4563	 DOI
10.1002/pi.4980180619	 DOI
10.1016/s0422-9894(08)70793-1	 DOI
10.1258/phleb.2012.012b02	 DOI
10.1016/s0422-9894(03)80158-7	 DOI
10.1002/iroh.19860710124	 DOI
10.1016/s1089-9472(06)00163-8	 DOI
10.1002/zfch.19850250932	 DOI
10.1016/s1571-9960(04)80057-0	 DOI
10.1177/004728759403200347	 DOI
10.1016/s0422-9894(02)80042-3	 DOI
10.1002/food.19710150653	 DOI
10.1016/s1572-347x(05)80018-7	 DOI
10.1126/science.163.3862.64	 DOI
10.1016/s0422-9894(03)80155-1	 DOI
10.4319/lo.1975.20.4.0681	 DOI
10.1002/sia.740070211	 DOI
10.1002/pi.1994.210340223	 DOI
10.1016/b978-0-444-82139-3.50134-8	 DOI
10.1557/mrs.2015.135	 DOI
10.1016/b978-3-437-21021-1.00004-7	 DOI
10.1016/b978-0-444-82139-3.50128-2	 DOI
10.1017/s0016756800009237	 DOI
10.1002/maco.19660170318	 DOI
10.1016/s0422-9894(06)74007-7	 DOI
10.1021/np9907533	 DOI
10.1148/121.1.110b	 DOI
10.1002/iroh.19700550408	 DOI
10.1017/s0007485300042231	 DOI
10.1002/jobm.3630060217	 DOI
10.1039/9781849732826-00001	 DOI
10.1016/0963-8695(89)90588-4	 DOI
10.1016/s1571-9952(99)80011-7	 DOI
10.1016/b978-185617444-2/50003-x	 DOI
10.1148/radiol.2533092543	 DOI
10.1002/ange.19901021039	 DOI
10.1007/s12594-009-0181-y	 DOI
10.1017/s0032247400005179	 DOI
10.1080/00140138808966656	 DOI
10.1111/pde.13439	 DOI
10.1180/minmag.1980.043.329.28	 DOI
10.1126/science.118.3074.660	 DOI
10.1016/s0422-9894(08)70757-8	 DOI
10.1016/j.iilr.2007.07.006	 DOI
10.1016/b978-0-444-82139-3.50026-4	 DOI
10.1016/0014-5793(83)80918-1	 DOI
10.1007/s12630-018-1243-7	 DOI
10.1080/00207549408957018	 DOI
10.1002/asi.23841	 DOI
10.1016/s1571-9952(01)80014-3	 DOI
10.1002/recl.19951140112	 DOI
10.1002/jhrc.1240080829	 DOI
10.1086/698040	 DOI
10.1017/s0266466600005661	 DOI
10.1002/jobm.3620290908	 DOI
10.1016/s1571-9960(04)80063-6	 DOI
10.1016/s1571-9952(01)80017-9	 DOI
10.1180/minmag.1967.036.278.21	 DOI
10.1016/0014-5793(78)81225-3	 DOI
10.1016/s0422-9894(03)80050-8	 DOI
10.1002/ardp.19683010312	 DOI
10.1002/bbpc.19800840140	 DOI
10.1017/s0014479700008188	 DOI
10.1016/s0026-2692(99)00042-7	 DOI
10.1086/693568	 DOI
10.1002/recl.19911100411	 DOI
10.1016/b978-0-444-82139-3.50158-0	 DOI
10.1002/bbpc.19840880623	 DOI
10.1002/ange.19891010442	 DOI
10.1016/0014-5793(83)80715-7	 DOI
10.1016/s0422-9894(97)80006-2	 DOI
10.1080/00207548508904751	 DOI
10.1177/004728759503400248	 DOI
10.1177/004728759803700170	 DOI
10.1002/maco.19650160822	 DOI
10.1016/s0736-4679(18)30913-2	 DOI
10.1021/ja0598199	 DOI
10.1007/s00024-015-1091-0	 DOI
10.1126/science.178.4064.974	 DOI
10.1007/s12630-014-0288-5	 DOI
10.1016/s0422-9894(08)71313-8	 DOI
10.1016/s0422-9894(03)x8001-0	 DOI
10.1080/00140139108964861	 DOI
10.1016/0014-5793(92)81026-i	 DOI
10.1016/b978-3-437-21021-1.12001-6	 DOI
10.1002/pol.1949.120040607	 DOI
10.1177/109821409501600116	 DOI
10.1016/s0422-9894(08)70257-5	 DOI
10.1038/132995b0	 DOI
10.1038/055462a0	 DOI
10.1038/s41572-019-0069-0	 DOI
10.1038/nature02465	 DOI
10.1038/nature02109	 DOI
10.1038/158431f0	 DOI
10.1159/000132209	 DOI
10.1038/048617a0	 DOI
10.1038/129195a0	 DOI
10.1038/nrgastro.2009.90	 DOI
10.1016/j.jnc.2010.05.003	 DOI
10.1038/nrgastro.2009.53	 DOI
10.1038/physci235073a0	 DOI
10.1007/978-3-319-76186-2_3	 DOI
10.1038/nrmicro1321	 DOI
10.1038/136597d0	 DOI
10.1007/s11191-007-9121-7	 DOI
10.1038/2151433b0	 DOI
10.1016/j.jbef.2016.12.001	 DOI
10.1038/ndigest.2017.170324	 DOI
10.1038/ng.3491	 DOI
10.1038/nmat1767	 DOI
10.1007/0-387-31910-7_1	 DOI
10.1038/139665c0	 DOI
10.1038/095365a0	 DOI
10.1038/1911357a0	 DOI
10.1038/155547a0	 DOI
10.1142/9789811201202_0005	 DOI
10.1002/polb.23668	 DOI
10.1093/yiel/yvx072	 DOI
10.1038/d41586-019-02791-2	 DOI
10.1038/129553a0	 DOI
10.1038/309023a0	 DOI
10.2307/2860845	 DOI
10.1038/070454a0	 DOI
10.1007/978-981-13-7513-2_15	 DOI
10.1038/nbt1011-857b	 DOI
10.1038/s41467-018-03310-z	 DOI
10.1038/179255b0	 DOI
10.1038/s41551-017-0102	 DOI
10.1038/nrn2403	 DOI
10.1038/176499a0	 DOI
10.1007/978-94-6265-207-1_15	 DOI
10.1038/228050a0	 DOI
10.1007/s12026-007-8001-1	 DOI
10.1038/s41467-018-05296-0	 DOI
10.1038/059091a0	 DOI
10.1038/1811642a0	 DOI
10.1038/35078187	 DOI
10.1038/133479a0	 DOI
10.1038/167510c0	 DOI
10.1038/118265b0	 DOI
10.1002/pol.1968.150060112	 DOI
10.1145/266180.266365	 DOI
10.1038/019314b0	 DOI
10.1038/2181055a0	 DOI
10.1038/nsmb1295	 DOI
10.1038/197587a0	 DOI
10.1038/183955b0	 DOI
10.1016/j.newast.2006.01.002	 DOI
10.1038/330303a0	 DOI
10.1038/ncomms1876	 DOI
10.1016/j.nimb.2010.11.023	 DOI
10.1038/s41559-018-0603-6	 DOI
10.1038/nmat3018	 DOI
10.1037/14259-011	 DOI
10.1038/379198b0	 DOI
10.1038/1971231b0	 DOI
10.1038/s41562-019-0614-6	 DOI
10.18848/1447-9508/cgp/v03i04/41621	 DOI
10.1038/161305d0	 DOI
10.1037/10425-007	 DOI
10.5962/bhl.title.101544	 DOI
10.1038/nm1685	 DOI
10.4324/9781315131207-19	 DOI
10.1038/nri2609	 DOI
10.1038/165246b0	 DOI
10.1038/s41467-017-01034-0	 DOI
10.1038/186682b0	 DOI
10.1038/180663a0	 DOI
10.1038/42583	 DOI
10.1038/nmiddleeast.2018.50	 DOI
10.7551/mitpress/10830.003.0013	 DOI
10.3390/sports7060141	 DOI
10.1038/225480b0	 DOI
10.1038/ncomms7434	 DOI
10.1038/d41586-019-01137-2	 DOI
10.1038/035031a0	 DOI
10.1038/253654a0	 DOI
10.1038/153585d0	 DOI
10.1038/172094d0	 DOI
10.1038/127626a0	 DOI
10.1246/bcsj.49.3009	 DOI
10.1057/9780230592261_6	 DOI
10.1038/nrurol.2010.129	 DOI
10.1038/023058a0	 DOI
10.1007/bf01523904	 DOI
10.1038/nrgastro.2018.18	 DOI
10.1017/s0025315400006238	 DOI
10.1016/j.cardfail.2015.06.051	 DOI
10.1002/9781118445112.stat00329.pub2	 DOI
10.1080/10543406.2010.495704	 DOI
10.1002/9781118445112.stat03356	 DOI
10.1002/9780470172711.ch8	 DOI
10.1002/0471457175.refs	 DOI
10.1002/9781118568446.eurs0439	 DOI
10.1002/9780471740360.ebs1409	 DOI
10.1002/047134608x.w8302	 DOI
10.4319/lo.1982.27.1.0195	 DOI
10.1002/9781118445112.stat08125	 DOI
10.1002/9781118445112.stat04566.pub2	 DOI
10.17660/actahortic.2003.600.37	 DOI
10.1002/wcc.71	 DOI
10.1002/9781118775349.ch47	 DOI
10.1108/09604520310495903	 DOI
10.1002/9781118663202.wberen539	 DOI
10.1158/1538-7445.am2017-1851	 DOI
10.1002/9781118150719.p3	 DOI
10.1002/9781118150719.ch71	 DOI
10.1002/9781118785317.weom110121	 DOI
10.1002/9781118785317.weom030003	 DOI
10.1177/001316446802800341	 DOI
10.1002/9781119254447.ch09	 DOI
10.1038/88694	 DOI
10.1016/s0016-0032(99)90054-6	 DOI
10.1002/9780470670590.wbeog910	 DOI
10.1002/0471219282.eot274	 DOI
10.1002/9781118445112.stat00951	 DOI
10.1177/03091325090330020306	 DOI
10.1021/op990034v	 DOI
10.1002/9781118445112.stat01616	 DOI
10.1002/9781119340256.ch24	 DOI
10.1046/j.1365-2141.1998.100004805.x	 DOI
10.1002/9781118785317.weom020015	 DOI
10.1002/9781118785317.weom110161	 DOI
10.1002/9781118097298.weoc022	 DOI
10.1002/9780470400531.eorms0250	 DOI
10.1002/9780470316726	 DOI
10.1002/9780471462422.eoct395	 DOI
10.1002/9781118445112.stat02697	 DOI
10.1249/00005768-200405001-01593	 DOI
10.1093/ejo/19.2.232	 DOI
10.1002/9781118445112.stat02842	 DOI
10.1002/9781118445112.stat02735	 DOI
10.1016/s0140-6736(02)08156-4	 DOI
10.1002/9780470087923.hhs423	 DOI
10.1177/001316446102100448	 DOI
10.1002/aoc.335	 DOI
10.1002/0471722235.ch9	 DOI
10.1002/wrna.113	 DOI
10.1002/9781119078845.scard	 DOI
10.1002/9781118445112.stat06232	 DOI
10.3998/3336451.0003.404	 DOI
10.1002/9781118097298.weoc003	 DOI
10.1176/ps.2009.60.3.407	 DOI
10.1002/9781118955901.ch19	 DOI
10.1126/science.140.3571.1083-a	 DOI
10.1002/9781118358887.fmatter	 DOI
10.1002/9781118232736.ch16	 DOI
10.1002/9781118663219.wbegss166	 DOI
10.1177/1066480709356083	 DOI
10.1002/9781118445112.stat03771	 DOI
10.1002/9781118332634.ch2	 DOI
10.1192/s000712500018047x	 DOI
10.1002/9781118785317.weom110172	 DOI
10.1002/sce.37305104108	 DOI
10.1177/000271625429600123	 DOI
10.1002/9781118430873.est0651	 DOI
10.1002/pds.1648	 DOI
10.1002/047134608x.w8355	 DOI
10.1002/9781118458167.ch2	 DOI
10.1002/9781118445112.stat05975.pub2	 DOI
10.1002/gj.3350150108	 DOI
10.1002/9781444316568.wiem02002	 DOI
10.1002/9781118663219.wbegss517	 DOI
10.1002/9781118445112.stat02663	 DOI
10.1002/9781119396161.ch20	 DOI
10.1177/030913259401800119	 DOI
10.1016/0014-5793(83)80099-4	 DOI
10.1002/9780470631102.ch3	 DOI
10.1093/nar/gkt1296	 DOI
10.1002/9780470400531.eorms0230	 DOI
10.1002/9780470907412.ch3	 DOI
10.1002/9781118097298.weoc082	 DOI
10.1002/9781118430873.est0335	 DOI
10.1111/echo.14059	 DOI
10.1002/0471219282.eot143	 DOI
10.1002/9781119144397	 DOI
10.1002/9781118752982.ch23	 DOI
10.1002/9781118372760.index	 DOI
10.1002/wcc.281	 DOI
10.1002/9780470087923.hhs353	 DOI
10.1002/0471213748.app02	 DOI
10.1007/978-3-540-68781-8_141	 DOI
10.1007/978-3-642-14727-2_6	 DOI
10.1180/minmag.1983.047.343.26	 DOI
10.1007/978-3-319-98107-9_2	 DOI
10.1007/3-540-29719-7_123	 DOI
10.1007/978-3-662-48986-4_310652	 DOI
10.1007/978-3-662-10670-9_9	 DOI
10.1007/978-3-642-87972-2_4	 DOI
10.1007/978-3-540-71095-0_9694	 DOI
10.1002/abio.370070624	 DOI
10.1007/978-3-662-22613-1_5	 DOI
10.1007/978-3-319-30463-2_13	 DOI
10.1007/978-3-319-47732-9_13	 DOI
10.1007/978-3-642-83644-2_148	 DOI
10.1007/978-3-319-10091-3_11	 DOI
10.1007/978-3-319-65040-1_7	 DOI
10.1007/978-3-662-21634-7_18	 DOI
10.1007/3-540-27515-0_7	 DOI
10.1007/978-1-4612-3172-1_2	 DOI
10.1007/978-3-319-97112-4_181	 DOI
10.1007/978-94-017-7315-7_13	 DOI
10.1525/fsr.2013.26.1.1	 DOI
10.1007/s40014-012-0439-y	 DOI
10.1002/ange.19690810516	 DOI
10.1007/978-3-662-48986-4_1979	 DOI
10.1007/978-3-642-46522-2_5	 DOI
10.1007/978-3-642-84718-9_15	 DOI
10.1007/978-3-319-44890-9_2	 DOI
10.1007/978-3-642-40036-0_56	 DOI
10.1007/s11298-018-6660-y	 DOI
10.1007/978-3-319-00963-6_7	 DOI
10.1007/978-3-540-71095-0_8561	 DOI
10.1007/3-540-30439-8_40	 DOI
10.1007/978-3-319-13881-7_6	 DOI
10.1007/978-3-662-09022-0_11	 DOI
10.2172/1031549	 DOI
10.1007/978-1-4614-8094-5_16	 DOI
10.1007/978-3-662-54343-6_3	 DOI
10.1007/978-3-642-84888-9_19	 DOI
10.1007/978-3-319-48069-5_1	 DOI
10.1007/978-981-10-2890-8_3	 DOI
10.1007/978-3-642-05221-7_4	 DOI
10.1007/s40014-012-1791-7	 DOI
10.1007/978-3-662-05900-5_3	 DOI
10.1007/s40014-012-1824-2	 DOI
10.1007/s00399-006-0517-x	 DOI
10.1007/978-3-662-48986-4_311654	 DOI
10.1007/978-3-642-56505-2_5	 DOI
10.1007/978-3-662-14105-2_11	 DOI
10.1007/978-3-540-46095-4_4	 DOI
10.1007/978-1-84800-271-5_9	 DOI
10.1007/978-1-4471-3655-2_8	 DOI
10.1007/978-88-470-1947-8_24	 DOI
10.1007/978-3-662-54507-2_100	 DOI
10.1007/978-3-642-97747-3_8	 DOI
10.1007/978-3-662-33949-7_1	 DOI
10.1007/978-3-642-93301-1_15	 DOI
10.1007/978-3-662-05984-5_24	 DOI
10.1017/s0022112096231660	 DOI
10.1007/978-3-540-71095-0_7750	 DOI
10.1007/978-3-662-00972-7_2	 DOI
10.1007/978-3-319-76741-3_4	 DOI
10.1007/978-3-642-38914-6_26	 DOI
10.1007/978-3-540-79820-0_9	 DOI
10.1002/bjs.1800561024	 DOI
10.1007/978-3-319-09531-8_12	 DOI
10.1007/978-3-658-13342-9_20	 DOI
10.1007/978-3-642-30336-4_11	 DOI
10.1007/978-3-642-11456-4_10	 DOI
10.1007/978-3-642-28619-3	 DOI
10.1007/978-0-85729-310-7_5	 DOI
10.1007/978-3-319-00696-3_33	 DOI
10.1007/978-3-319-53038-3_9	 DOI
10.1056/nejm199301143280221	 DOI
10.1029/91gl00124	 DOI
10.1007/978-1-61779-576-3_17	 DOI
10.1007/978-3-662-08949-1_18	 DOI
10.1007/978-3-662-48986-4_311517	 DOI
10.1007/978-3-030-05240-9_20	 DOI
10.1007/978-3-642-97842-5_42	 DOI
10.1007/978-3-540-37709-2_1	 DOI
10.1007/978-3-662-49817-0_3	 DOI
10.1007/978-3-642-73473-1_48	 DOI
10.1007/978-3-540-71095-0_9107	 DOI
10.1007/978-3-642-58045-1_6	 DOI
10.1007/978-0-387-95919-1_245	 DOI
10.1007/978-3-642-58873-0_8	 DOI
10.1007/978-981-10-5607-9_5	 DOI
10.1007/978-3-662-10578-8_6	 DOI
10.1007/978-1-4614-3498-6_38	 DOI
10.1002/nadc.20030511226	 DOI
10.1007/s15027-016-0977-9	 DOI
10.1007/978-3-642-73089-4_10	 DOI
10.1007/978-1-4614-8788-3_9	 DOI
10.3109/10550499309115947	 DOI
10.1002/food.19790230811	 DOI
10.1007/s11016-013-9787-1	 DOI
10.1007/978-3-540-85625-2_7	 DOI
10.1007/978-1-4614-0772-0_20	 DOI
10.1002/jobm.3620310522	 DOI
10.2196/preprints.9768	 DOI
10.2196/preprints.8878.a	 DOI
10.2196/medinform.9150	 DOI
10.2196/preprints.8752	 DOI
10.2196/mhealth.8719	 DOI
10.2196/13682	 DOI
10.2196/resprot.3931	 DOI
10.2196/resprot.2132	 DOI
10.2196/preprints.12866	 DOI
10.2196/publichealth.7333	 DOI
10.2196/12109	 DOI
10.2196/13204	 DOI
10.2196/preprints.12579	 DOI
10.2196/preprints.12848	 DOI
10.2196/14993	 DOI
10.2196/resprot.6466	 DOI
10.2196/preprints.11898	 DOI
10.2196/preprints.16078	 DOI
10.2196/resprot.9761	 DOI
10.2196/resprot.5028	 DOI
10.2196/preprints.16303	 DOI
10.2196/resprot.6727	 DOI
10.2196/resprot.8607	 DOI
10.2196/preprints.6842	 DOI
10.2196/preprints.8524	 DOI
10.2196/11256	 DOI
10.2196/preprints.12132	 DOI
10.2196/preprints.11779	 DOI
10.2196/games.4187	 DOI
10.2196/humanfactors.8913	 DOI
10.2196/preprints.11003	 DOI
10.2196/mhealth.4374	 DOI
10.2196/medinform.7170	 DOI
10.2196/13858	 DOI
10.2196/preprints.13559	 DOI
10.2196/medinform.7887	 DOI
10.2196/mhealth.7674	 DOI
10.2196/preprints.11722	 DOI
10.2196/preprints.14371	 DOI
10.2196/resprot.4320	 DOI
10.2196/14657	 DOI
10.2196/resprot.2547	 DOI
10.2196/preprints.11451	 DOI
10.2196/resprot.2410	 DOI
10.2196/preprints.9884	 DOI
10.2196/preprints.16172	 DOI
10.2196/14814	 DOI
10.2196/14788	 DOI
10.2196/preprints.13519	 DOI
10.2196/preprints.9771	 DOI
10.2196/publichealth.7424	 DOI
10.2196/preprints.8548	 DOI
10.2196/12243	 DOI
10.2196/preprints.15584	 DOI
10.2196/preprints.7601	 DOI
10.2196/15510	 DOI
10.2196/13364	 DOI
10.2196/preprints.14543	 DOI
10.2196/12539	 DOI
10.2196/11477	 DOI
10.2196/mededu.9128	 DOI
10.2196/preprints.13895	 DOI
10.2196/preprints.13824	 DOI
10.2196/preprints.10115	 DOI
10.2196/13130	 DOI
10.2196/preprints.9826	 DOI
10.2196/13744	 DOI
10.2196/resprot.2861	 DOI
10.2196/preprints.13987	 DOI
10.2196/13571	 DOI
10.2196/preprints.11539	 DOI
10.2196/preprints.8186	 DOI
10.2196/preprints.9995	 DOI
10.2196/mhealth.5287	 DOI
10.2196/13158	 DOI
10.2196/preprints.15728	 DOI
10.2196/10741	 DOI
10.2196/medinform.9957	 DOI
10.2196/preprints.12000	 DOI
10.2196/formative.8248	 DOI
10.2196/mental.4984	 DOI
10.2196/preprints.7989	 DOI
10.2196/preprints.9299	 DOI
10.2196/preprints.7059	 DOI
10.2196/mededu.5586	 DOI
10.2196/10320	 DOI
10.1002/(sici)1096-9837(199805)23:5<479::aid-esp896>3.0.co;2-4	 DOI
10.1086/647953	 DOI
10.7748/ns.23.31.30.s34	 DOI
10.1016/s0422-9894(08)70979-6	 DOI
10.1016/j.placenta.2016.02.001	 DOI
10.1016/s0422-9894(08)70181-8	 DOI
10.1007/s00228-004-0863-8	 DOI
10.1017/s1742758400011425	 DOI
10.1080/00337577808240856	 DOI
10.1016/s0422-9894(08)70895-x	 DOI
10.1016/s0422-9894(03)80052-1	 DOI
10.1016/b978-0-323-06575-7.00050-x	 DOI
10.1017/s0376892900018804	 DOI
10.1016/0308-8146(91)90091-2	 DOI
10.1007/s10980-006-0026-7	 DOI
10.1002/pol.1985.130230513	 DOI
10.1002/jps.2600520535	 DOI
10.1016/s1571-9952(01)80008-8	 DOI
10.7748/en.17.2.9.s15	 DOI
10.1002/(sici)1099-0682(199803)1998:3<319::aid-ejic319>3.3.co;2-8	 DOI
10.1002/recl.19931120406	 DOI
10.1007/bf03083943	 DOI
10.1016/0166-6622(85)80209-2	 DOI
10.1007/bf02061846	 DOI
10.1002/bjs.18004820867	 DOI
10.1002/ange.19810930838	 DOI
10.1017/s0266467400002571	 DOI
10.1017/s0016756800050329	 DOI
10.1007/bf00043268	 DOI
10.1016/s0422-9894(08)70688-3	 DOI
10.1002/cjce.5450680230	 DOI
10.1016/s0422-9894(97)80044-x	 DOI
10.1177/000271628044700117	 DOI
10.1016/j.jorganchem.2007.01.020	 DOI
10.1017/s0022215100123138	 DOI
10.3171/jns.2006.104.1.167a	 DOI
10.1016/s0422-9894(08)71125-5	 DOI
10.1111/j.1423-0410.1975.tb02777.x	 DOI
10.1016/s0422-9894(08)70540-3	 DOI
10.1111/j.1365-246x.1983.tb01926.x	 DOI
10.1016/b978-0-444-82139-3.50065-3	 DOI
10.1002/jobm.3630080118	 DOI
10.1016/s0422-9894(08)70581-6	 DOI
